year,iso_code,co2_per_capita
2000,LKA,0.54
2000,SDN,0.201
2000,SURE,4.577
2000,SWE,6.192
2000,CHE,6.073
2000,SYR,3.322
2000,TWN,10.223
2000,TJK,0.356
2000,TZA,0.075
2000,THA,2.654
2000,TGO,0.266
2000,TON,0.928
2000,TO,18.29
2000,TUN,1.977
2000,TUR,3.586
2000,TKM,8.615
2000,TCA,5.856
2000,TUV,0.758
2000,UGA,0.057
2000,UKR,5.844
2000,ARE,34.138
2000,GBR,9.669
2000,USA,21.282
2000,URY,1.6
2000,UZB,4.954
2000,VUT,0.458
2000,VAT,0
2000,VEN,5.847
2000,VNM,0.683
2000,WLF,1.739
2000,YEM,0.844
2000,ZMB,0.18
2000,ZWE,1.168
2001,AFG,0.054
2001,,4.121
2001,ALB,1.021
2001,DZA,2.783
2001,AND,7.723
2001,AGO,0.939
2001,AIA,7.414
2001,ATA,0
2001,ATG,4.855
2001,ARG,3.586
2001,ARM,1.128
2001,ABW,26.54
2001,AUS,18.588
2001,AUT,8.728
2001,AZE,3.431
2001,BHS,5.902
2001,BHR,21.054
2001,BGD,0.236
2001,BRB,6.225
2001,BLR,5.294
2001,BEL,12.228
2001,BLZ,1.802
2001,BEN,0.234
2001,BMU,8.54
2001,BTN,0.637
2001,BOL,1.0
2001,BES,4.775
2001,BIH,3.162
2001,BWA,2.184
2001,BRA,1.942
2001,VGB,6.023
2001,BRN,15.23
2001,BGR,6.089
2001,BFA,0.081
2001,BDI,0.032
2001,KHM,0.182
2001,CMR,0.359
2001,CAN,18.035
2001,CPV,0.747
2001,CALF,0.064
2001,TCD,0.059
2001,CHL,3.409
2001,CHN,2.93
2001,CXR,0
2001,COL,1.427
2001,COM,0.194
2001,COG,1.284
2001,COK,3.109
2001,CRI,1.398
2001,CIV,0.444
2001,HRV,4.611
2001,CUB,2.264
2001,CUW,36.13
2001,CYP,7.233
2001,CZE,12.428
2001,COD,0.033
2001,DNK,10.427
2001,DJI,0.479
2001,DMA,1.612
2001,DOM,2.208
2001,TLS,0.133
2001,ECU,1.822
2001,EGY,1.752
2001,SLV,0.978
2001,GNQ,4.302
2001,ERI,0.254
2001,EST,11.442
2001,SWZ,1.052
2001,ETH,0.062
2001,FRO,16.471
2001,FJI,1.239
2001,FIN,12.05
2001,FRA,6.965
2001,PYF,2.844
2001,GAB,4.959
2001,GMB,0.203
2001,GEO,0.899
2001,DEU,11.228
2001,GHA,0.296
2001,GRC,9.516
2001,GRL,10.964
2001,GRD,1.799
2001,GTM,0.852
2001,GIN,0.185
2001,GNB,0.119
2001,GUY,2.295
2001,HTI,0.173
2001,HND,0.828
2001,HKG,5.558
2001,HUN,5.906
2001,ISL,10.045
2001,IND,0.918
2001,IDN,1.46
2001,IRN,5.792
2001,IRQ,3.789
2001,IRL,12.433
2001,ISR,10.103
2001,ITA,8.256
2001,JAM,4.028
2001,JPN,9.831
2001,JOR,3.023
2001,KAZ,9.081
2001,KEN,0.292
2001,KIR,0.405
2001,KWT,29.649
2001,KGZ,0.774
2001,LAO,0.193
2001,LVA,3.178
2001,LBN,3.738
2001,ALSO,0.938
2001,LBR,0.14
2001,LBY,10.067
2001,LIE,6.427
2001,LTU,3.537
2001,LUX,20.862
2001,MAC,3.838
2001,MDG,0.104
2001,MWI,0.067
2001,MYS,5.56
2001,MDV,1.607
2001,MLI,0.1
2001,MLT,6.805
2001,MHL,1.885
2001,MRT,0.425
2001,MUS,2.335
2001,MEX,4.102
2001,FSM,1.473
2001,MDA,0.901
2001,MCO,0
2001,MNG,3.156
2001,MNE,2.634
2001,MSR,5.426
2001,MAR,1.272
2001,MOZ,0.085
2001,MMR,0.192
2001,NAME,1.084
2001,NRU,7.762
2001,NPL,0.13
2001,NLD,11.084
2001,NCL,8.304
2001,NZL,8.839
2001,NIC,0.755
2001,NER,0.054
2001,NGA,0.794
2001,NIU,3.596
2001,PRK,3.048
2001,MKD,4.036
2001,NOR,9.636
2001,OMN,9.435
2001,PAK,0.662
2001,PLW,10.889
2001,PSE,0.417
2001,PAN,2.271
2001,PNG,0.585
2001,PRY,0.709
2001,PER,0.941
2001,PHL,0.883
2001,POL,8.109
2001,PRT,6.282
2001,QAT,67.494
2001,ROU,4.541
2001,RUS,10.364
2001,RWA,0.064
2001,SHN,1.841
2001,KNA,3.822
2001,LCA,2.236
2001,SPM,8.747
2001,VCT,1.58
2001,WSM,0.829
2001,SMR,0
2001,STP,0.351
2001,SAU,13.706
2001,SEN,0.428
2001,SRB,6.227
2001,SYC,4.238
2001,SLE,0.076
2001,SGP,11.938
2001,SXM,18.493
2001,SVK,8.04
2001,SVN,8.223
2001,SLB,0.532
2001,SOME,0.055
2001,ZAF,7.868
2001,KOR,9.681
2001,SSD,0.083
2001,ESP,7.611
2001,LKA,0.546
2001,SDN,0.223
2001,SURE,4.848
2001,SWE,6.276
2001,CHE,6.24
2001,SYR,3.046
2001,TWN,10.289
2001,TJK,0.357
2001,TZA,0.086
2001,THA,2.706
2001,TGO,0.225
2001,TON,0.852
2001,TO,19.989
2001,TUN,2.044
2001,TUR,3.282
2001,TKM,7.343
2001,TCA,5.795
2001,TUV,1.14
2001,UGA,0.057
2001,UKR,6.277
2001,ARE,29.361
2001,GBR,9.781
2001,USA,20.695
2001,URY,1.524
2001,UZB,4.999
2001,VUT,0.465
2001,VAT,0
2001,VEN,5.246
2001,VNM,0.764
2001,WLF,1.725
2001,YEM,0.892
2001,ZMB,0.185
2001,ZWE,1.05
2002,AFG,0.064
2002,,4.158
2002,ALB,1.2
2002,DZA,2.868
2002,AND,7.497
2002,AGO,0.918
2002,AIA,7.275
2002,ATA,0
2002,ATG,5.267
2002,ARG,3.285
2002,ARM,0.991
2002,ABW,26.543
2002,AUS,18.615
2002,AUT,8.909
2002,AZE,3.413
2002,BHS,6.099
2002,BHR,21.205
2002,BGD,0.238
2002,BRB,6.221
2002,BLR,5.312
2002,BEL,12.251
2002,BLZ,1.689
2002,BEN,0.284
2002,BMU,8.96
2002,BTN,0.673
2002,BOL,1.169
2002,BES,4.442
2002,BIH,3.376
2002,BWA,2.215
2002,BRA,1.927
2002,VGB,6.706
2002,BRN,13.44
2002,BGR,5.781
2002,BFA,0.079
2002,BDI,0.032
2002,KHM,0.176
2002,CMR,0.336
2002,CAN,18.018
2002,CPV,0.805
2002,CALF,0.062
2002,TCD,0.06
2002,CHL,3.494
2002,CHN,3.203
2002,CXR,0
2002,COL,1.382
2002,COM,0.19
2002,COG,0.817
2002,COK,2.678
2002,CRI,1.515
2002,CIV,0.421
2002,HRV,4.882
2002,CUB,2.285
2002,CUW,34.647
2002,CYP,7.299
2002,CZE,12.109
2002,COD,0.034
2002,DNK,10.329
2002,DJI,0.506
2002,DMA,1.502
2002,DOM,2.382
2002,TLS,0.288
2002,ECU,1.899
2002,EGY,1.736
2002,SLV,1.01
2002,GNQ,3.662
2002,ERI,0.236
2002,EST,11.144
2002,SWZ,1.029
2002,ETH,0.062
2002,FRO,15.489
2002,FJI,1.035
2002,FIN,12.506
2002,FRA,6.845
2002,PYF,2.8
2002,GAB,4.659
2002,GMB,0.195
2002,GEO,0.824
2002,DEU,11.036
2002,GHA,0.312
2002,GRC,9.462
2002,GRL,10.251
2002,GRD,1.896
2002,GTM,0.872
2002,GIN,0.189
2002,GNB,0.12
2002,GUY,2.255
2002,HTI,0.206
2002,HND,0.847
2002,HKG,5.765
2002,HUN,5.822
2002,ISL,10.398
2002,IND,0.93
2002,IDN,1.401
2002,IRN,5.843
2002,IRQ,3.677
2002,IRL,11.833
2002,ISR,9.329
2002,ITA,8.37
2002,JAM,3.867
2002,JPN,10.045
2002,JOR,3.113
2002,KAZ,10.27
2002,KEN,0.241
2002,KIR,0.397
2002,KWT,29.299
2002,KGZ,0.978
2002,LAO,0.208
2002,LVA,3.233
2002,LBN,3.653
2002,ALSO,0.954
2002,LBR,0.141
2002,LBY,9.717
2002,LIE,6.525
2002,LTU,3.603
2002,LUX,22.382
2002,MAC,3.373
2002,MDG,0.072
2002,MWI,0.073
2002,MYS,5.469
2002,MDV,2.031
2002,MLI,0.101
2002,MLT,6.788
2002,MHL,2.016
2002,MRT,0.443
2002,MUS,2.337
2002,MEX,4.068
2002,FSM,1.341
2002,MDA,0.977
2002,MCO,0
2002,MNG,3.286
2002,MNE,2.791
2002,MSR,10.294
2002,MAR,1.273
2002,MOZ,0.082
2002,MMR,0.201
2002,NAME,0.947
2002,NRU,7.416
2002,NPL,0.102
2002,NLD,10.99
2002,NCL,10.383
2002,NZL,8.748
2002,NIC,0.759
2002,NER,0.055
2002,NGA,0.694
2002,NIU,3.682
2002,PRK,2.904
2002,MKD,3.794
2002,NOR,9.376
2002,OMN,11.167
2002,PAK,0.692
2002,PLW,10.692
2002,PSE,0.349
2002,PAN,1.865
2002,PNG,0.622
2002,PRY,0.73
2002,PER,0.931
2002,PHL,0.864
2002,POL,7.921
2002,PRT,6.669
2002,QAT,63.19
2002,ROU,4.586
2002,RUS,10.35
2002,RWA,0.062
2002,SHN,1.871
2002,KNA,4.274
2002,LCA,2.219
2002,SPM,9.359
2002,VCT,1.647
2002,WSM,0.864
2002,SMR,0
2002,STP,0.391
2002,SAU,14.674
2002,SEN,0.436
2002,SRB,6.608
2002,SYC,4.222
2002,SLE,0.098
2002,SGP,11.275
2002,SXM,17.727
2002,SVK,7.81
2002,SVN,8.35
2002,SLB,0.545
2002,SOME,0.059
2002,ZAF,7.48
2002,KOR,10.06
2002,SSD,0.101
2002,ESP,8.003
2002,LKA,0.573
2002,SDN,0.276
2002,SURE,3.147
2002,SWE,6.351
2002,CHE,5.973
2002,SYR,2.351
2002,TWN,10.562
2002,TJK,0.287
2002,TZA,0.096
2002,THA,2.875
2002,TGO,0.25
2002,TON,0.988
2002,TO,21.324
2002,TUN,2.049
2002,TUR,3.352
2002,TKM,6.412
2002,TCA,7.285
2002,TUV,1.141
2002,UGA,0.057
2002,UKR,6.168
2002,ARE,23.296
2002,GBR,9.439
2002,USA,20.622
2002,URY,1.378
2002,UZB,5.183
2002,VUT,0.417
2002,VAT,0
2002,VEN,6.48
2002,VNM,0.862
2002,WLF,1.708
2002,YEM,0.843
2002,ZMB,0.187
2002,ZWE,0.993
2003,AFG,0.069
2003,,4.324
2003,ALB,1.391
2003,DZA,2.95
2003,AND,7.236
2003,AGO,0.965
2003,AIA,7.477
2003,ATA,0
2003,ATG,5.489
2003,ARG,3.501
2003,ARM,1.12
2003,ABW,27.624
2003,AUS,18.754
2003,AUT,9.532
2003,AZE,3.603
2003,BHS,6.116
2003,BHR,21.547
2003,BGD,0.245
2003,BRB,6.353
2003,BLR,5.473
2003,BEL,12.329
2003,BLZ,1.638
2003,BEN,0.313
2003,BMU,8.971
2003,BTN,0.593
2003,BOL,1.211
2003,BES,4.263
2003,BIH,3.432
2003,BWA,2.094
2003,BRA,1.887
2003,VGB,6.661
2003,BRN,15.811
2003,BGR,6.375
2003,BFA,0.082
2003,BDI,0.023
2003,KHM,0.186
2003,CMR,0.349
2003,CAN,18.388
2003,CPV,0.862
2003,CALF,0.056
2003,TCD,0.096
2003,CHL,3.474
2003,CHN,3.756
2003,CXR,0
2003,COL,1.397
2003,COM,0.238
2003,COG,0.951
2003,COK,3.154
2003,CRI,1.572
2003,CIV,0.293
2003,HRV,5.203
2003,CUB,2.316
2003,CUW,34.252
2003,CYP,7.557
2003,CZE,12.448
2003,COD,0.039
2003,DNK,11.238
2003,DJI,0.523
2003,DMA,1.713
2003,DOM,2.393
2003,TLS,0.268
2003,ECU,2.035
2003,EGY,1.974
2003,SLV,1.068
2003,GNQ,3.968
2003,ERI,0.268
2003,EST,12.595
2003,SWZ,0.948
2003,ETH,0.067
2003,FRO,15.455
2003,FJI,1.208
2003,FIN,13.937
2003,FRA,6.906
2003,PYF,2.965
2003,GAB,4.894
2003,GMB,0.189
2003,GEO,0.929
2003,DEU,11.062
2003,GHA,0.313
2003,GRC,9.817
2003,GRL,11.442
2003,GRD,1.988
2003,GTM,0.831
2003,GIN,0.194
2003,GNB,0.148
2003,GUY,2.442
2003,HTI,0.193
2003,HND,0.928
2003,HKG,6.274
2003,HUN,6.114
2003,ISL,10.303
2003,IND,0.948
2003,IDN,1.521
2003,IRN,5.99
2003,IRQ,3.741
2003,IRL,11.54
2003,ISR,9.638
2003,ITA,8.637
2003,JAM,4.024
2003,JPN,10.096
2003,JOR,3.147
2003,KAZ,11.407
2003,KEN,0.198
2003,KIR,0.427
2003,KWT,29.663
2003,KGZ,1.059
2003,LAO,0.215
2003,LVA,3.368
2003,LBN,4.113
2003,ALSO,0.969
2003,LBR,0.151
2003,LBY,10.009
2003,LIE,6.741
2003,LTU,3.649
2003,LUX,23.158
2003,MAC,3.311
2003,MDG,0.095
2003,MWI,0.076
2003,MYS,6.2
2003,MDV,1.701
2003,MLI,0.101
2003,MLT,7.276
2003,MHL,1.949
2003,MRT,0.447
2003,MUS,2.463
2003,MEX,4.258
2003,FSM,1.442
2003,MDA,1.076
2003,MCO,0
2003,MNG,3.152
2003,MNE,2.988
2003,MSR,7.876
2003,MAR,1.233
2003,MOZ,0.097
2003,MMR,0.213
2003,NAME,0.983
2003,NRU,6.363
2003,NPL,0.109
2003,NLD,11.155
2003,NCL,11.613
2003,NZL,9.015
2003,NIC,0.814
2003,NER,0.058
2003,NGA,0.752
2003,NIU,1.877
2003,PRK,2.949
2003,MKD,4.118
2003,NOR,9.616
2003,OMN,14.129
2003,PAK,0.704
2003,PLW,10.677
2003,PSE,0.378
2003,PAN,1.914
2003,PNG,0.666
2003,PRY,0.753
2003,PER,0.893
2003,PHL,0.847
2003,POL,8.258
2003,PRT,6.154
2003,QAT,62.141
2003,ROU,4.833
2003,RUS,10.604
2003,RWA,0.059
2003,SHN,1.905
2003,KNA,4.259
2003,LCA,2.314
2003,SPM,10.001
2003,VCT,1.749
2003,WSM,0.84
2003,SMR,0
2003,STP,0.429
2003,SAU,14.427
2003,SEN,0.472
2003,SRB,7.077
2003,SYC,4.075
2003,SLE,0.1
2003,SGP,11.697
2003,SXM,17.567
2003,SVK,7.871
2003,SVN,8.179
2003,SLB,0.556
2003,SOME,0.057
2003,ZAF,8.407
2003,KOR,10.206
2003,SSD,0.108
2003,ESP,7.964
2003,LKA,0.567
2003,SDN,0.301
2003,SURE,3.052
2003,SWE,6.393
2003,CHE,6.09
2003,SYR,3.122
2003,TWN,10.987
2003,TJK,0.31
2003,TZA,0.099
2003,THA,2.95
2003,TGO,0.333
2003,TON,1.123
2003,TO,23.931
2003,TUN,2.074
2003,TUR,3.541
2003,TKM,8.524
2003,TCA,7.239
2003,TUV,1.134
2003,UGA,0.057
2003,UKR,6.454
2003,ARE,27.913
2003,GBR,9.583
2003,USA,20.646
2003,URY,1.368
2003,UZB,5.03
2003,VUT,0.407
2003,VAT,0
2003,VEN,5.983
2003,VNM,0.948
2003,WLF,1.703
2003,YEM,0.915
2003,ZMB,0.191
2003,ZWE,0.879
2004,AFG,0.053
2004,,4.42
2004,ALB,1.364
2004,DZA,2.821
2004,AND,7.285
2004,AGO,0.906
2004,AIA,8.58
2004,ATA,0
2004,ATG,5.708
2004,ARG,4.053
2004,ARM,1.204
2004,ABW,27.963
2004,AUS,19.216
2004,AUT,9.509
2004,AZE,3.77
2004,BHS,5.97
2004,BHR,21.457
2004,BGD,0.259
2004,BRB,6.406
2004,BLR,5.826
2004,BEL,12.315
2004,BLZ,1.441
2004,BEN,0.329
2004,BMU,9.283
2004,BTN,0.474
2004,BOL,1.197
2004,BES,4.288
2004,BIH,3.732
2004,BWA,2.095
2004,BRA,1.957
2004,VGB,6.767
2004,BRN,15.648
2004,BGR,6.297
2004,BFA,0.082
2004,BDI,0.028
2004,KHM,0.188
2004,CMR,0.339
2004,CAN,18.165
2004,CPV,0.873
2004,CALF,0.053
2004,TCD,0.094
2004,CHL,3.698
2004,CHN,4.023
2004,CXR,0
2004,COL,1.312
2004,COM,0.252
2004,COG,1.002
2004,COK,3.631
2004,CRI,1.609
2004,CIV,0.398
2004,HRV,5.15
2004,CUB,2.247
2004,CUW,35.449
2004,CYP,7.646
2004,CZE,12.503
2004,COD,0.037
2004,DNK,10.174
2004,DJI,0.497
2004,DMA,2.083
2004,DOM,1.917
2004,TLS,0.525
2004,ECU,2.162
2004,EGY,1.968
2004,SLV,1.036
2004,GNQ,7.427
2004,ERI,0.278
2004,EST,12.718
2004,SWZ,0.939
2004,ETH,0.069
2004,FRO,15.569
2004,FJI,1.547
2004,FIN,13.186
2004,FRA,6.882
2004,PYF,2.88
2004,GAB,4.507
2004,GMB,0.198
2004,GEO,1.071
2004,DEU,10.898
2004,GHA,0.294
2004,GRC,9.85
2004,GRL,11.241
2004,GRD,1.873
2004,GTM,0.87
2004,GIN,0.197
2004,GNB,0.15
2004,GUY,2.534
2004,HTI,0.184
2004,HND,0.974
2004,HKG,6.011
2004,HUN,5.969
2004,ISL,10.637
2004,IND,0.99
2004,IDN,1.518
2004,IRN,6.338
2004,IRQ,4.049
2004,IRL,11.45
2004,ISR,8.896
2004,ITA,8.67
2004,JAM,3.969
2004,JPN,10.047
2004,JOR,3.375
2004,KAZ,12.006
2004,KEN,0.218
2004,KIR,0.419
2004,KWT,30.476
2004,KGZ,1.131
2004,LAO,0.222
2004,LVA,3.416
2004,LBN,3.762
2004,ALSO,0.998
2004,LBR,0.175
2004,LBY,9.996
2004,LIE,6.683
2004,LTU,3.873
2004,LUX,25.823
2004,MAC,3.606
2004,MDG,0.099
2004,MWI,0.073
2004,MYS,6.698
2004,MDV,2.207
2004,MLI,0.11
2004,MLT,6.969
2004,MHL,2.153
2004,MRT,0.47
2004,MUS,2.47
2004,MEX,4.221
2004,FSM,1.282
2004,MDA,1.14
2004,MCO,0
2004,MNG,3.35
2004,MNE,3.227
2004,MSR,10.173
2004,MAR,1.406
2004,MOZ,0.095
2004,MMR,0.265
2004,NAME,1.016
2004,NRU,6.368
2004,NPL,0.099
2004,NLD,11.224
2004,NCL,10.538
2004,NZL,8.78
2004,NIC,0.813
2004,NER,0.059
2004,NGA,0.693
2004,NIU,1.914
2004,PRK,2.995
2004,MKD,3.963
2004,NOR,9.633
2004,OMN,11.756
2004,PAK,0.76
2004,PLW,10.848
2004,PSE,0.634
2004,PAN,1.761
2004,PNG,0.746
2004,PRY,0.75
2004,PER,1.016
2004,PHL,0.861
2004,POL,8.389
2004,PRT,6.409
2004,QAT,60.827
2004,ROU,4.851
2004,RUS,10.696
2004,RWA,0.059
2004,SHN,1.941
2004,KNA,4.56
2004,LCA,2.454
2004,SPM,9.477
2004,VCT,1.952
2004,WSM,0.877
2004,SMR,0
2004,STP,0.465
2004,SAU,16.948
2004,SEN,0.49
2004,SRB,7.651
2004,SYC,4.367
2004,SLE,0.094
2004,SGP,10.973
2004,SXM,18.248
2004,SVK,7.961
2004,SVN,8.366
2004,SLB,0.582
2004,SOME,0.055
2004,ZAF,9.253
2004,KOR,10.296
2004,SSD,0.13
2004,ESP,8.217
2004,LKA,0.623
2004,SDN,0.376
2004,SURE,3.047
2004,SWE,6.277
2004,CHE,6.128
2004,SYR,2.836
2004,TWN,11.359
2004,TJK,0.376
2004,TZA,0.11
2004,THA,3.175
2004,TGO,0.313
2004,TON,1.046
2004,TO,24.032
2004,TUN,2.147
2004,TUR,3.611
2004,TKM,10.24
2004,TCA,7.041
2004,TUV,1.12
2004,UGA,0.059
2004,UKR,6.572
2004,ARE,27.972
2004,GBR,9.558
2004,USA,20.795
2004,URY,1.679
2004,UZB,4.921
2004,VUT,0.276
2004,VAT,0
2004,VEN,5.444
2004,VNM,1.081
2004,WLF,1.724
2004,YEM,0.964
2004,ZMB,0.188
2004,ZWE,0.775
2005,AFG,0.077
2005,,4.512
2005,ALB,1.405
2005,DZA,3.368
2005,AND,7.205
2005,AGO,0.791
2005,AIA,9.048
2005,ATA,0
2005,ATG,6.009
2005,ARG,4.126
2005,ARM,1.436
2005,ABW,28.771
2005,AUS,19.146
2005,AUT,9.614
2005,AZE,3.95
2005,BHS,5.478
2005,BHR,21.957
2005,BGD,0.267
2005,BRB,6.54
2005,BLR,5.97
2005,BEL,11.945
2005,BLZ,1.503
2005,BEN,0.306
2005,BMU,9.25
2005,BTN,0.597
2005,BOL,1.313
2005,BES,4.08
2005,BIH,3.919
2005,BWA,2.162
2005,BRA,1.951
2005,VGB,7.01
2005,BRN,14.803
2005,BGR,6.474
2005,BFA,0.081
2005,BDI,0.021
2005,KHM,0.209
2005,CMR,0.314
2005,CAN,17.841
2005,CPV,0.907
2005,CALF,0.051
2005,TCD,0.093
2005,CHL,3.779
2005,CHN,4.508
2005,CXR,0
2005,COL,1.425
2005,COM,0.241
2005,COG,1.185
2005,COK,4.107
2005,CRI,1.558
2005,CIV,0.399
2005,HRV,5.269
2005,CUB,2.331
2005,CUW,34.614
2005,CYP,7.673
2005,CZE,12.227
2005,COD,0.04
2005,DNK,9.48
2005,DJI,0.498
2005,DMA,2.187
2005,DOM,1.958
2005,TLS,0.331
2005,ECU,2.221
2005,EGY,2.127
2005,SLV,1.043
2005,GNQ,7.179
2005,ERI,0.272
2005,EST,12.621
2005,SWZ,0.947
2005,ETH,0.064
2005,FRO,14.94
2005,FJI,1.237
2005,FIN,10.874
2005,FRA,6.877
2005,PYF,3.055
2005,GAB,4.267
2005,GMB,0.194
2005,GEO,1.266
2005,DEU,10.657
2005,GHA,0.272
2005,GRC,10.248
2005,GRL,11.309
2005,GRD,1.96
2005,GTM,0.922
2005,GIN,0.2
2005,GNB,0.154
2005,GUY,2.132
2005,HTI,0.189
2005,HND,0.904
2005,HKG,6.304
2005,HUN,5.996
2005,ISL,10.027
2005,IND,1.027
2005,IDN,1.519
2005,IRN,6.583
2005,IRQ,3.973
2005,IRL,11.685
2005,ISR,8.419
2005,ITA,8.631
2005,JAM,3.891
2005,JPN,10.095
2005,JOR,3.599
2005,KAZ,12.777
2005,KEN,0.239
2005,KIR,0.485
2005,KWT,33.294
2005,KGZ,1.063
2005,LAO,0.228
2005,LVA,3.498
2005,LBN,3.586
2005,ALSO,1.017
2005,LBR,0.199
2005,LBY,10.392
2005,LIE,6.613
2005,LTU,4.109
2005,LUX,25.985
2005,MAC,3.742
2005,MDG,0.093
2005,MWI,0.067
2005,MYS,6.556
2005,MDV,1.957
2005,MLI,0.11
2005,MLT,6.476
2005,MHL,2.09
2005,MRT,0.477
2005,MUS,2.618
2005,MEX,4.397
2005,FSM,1.057
2005,MDA,1.234
2005,MCO,0
2005,MNG,3.327
2005,MNE,2.766
2005,MSR,8.544
2005,MAR,1.468
2005,MOZ,0.088
2005,MMR,0.242
2005,NAME,1.178
2005,NRU,6.026
2005,NPL,0.114
2005,NLD,10.937
2005,NCL,11.603
2005,NZL,9.055
2005,NIC,0.783
2005,NER,0.05
2005,NGA,0.722
2005,NIU,1.948
2005,PRK,3.112
2005,MKD,4.135
2005,NOR,9.357
2005,OMN,12.562
2005,PAK,0.772
2005,PLW,11.073
2005,PSE,0.774
2005,PAN,2.109
2005,PNG,0.766
2005,PRY,0.69
2005,PER,1.077
2005,PHL,0.85
2005,POL,8.367
2005,PRT,6.617
2005,QAT,56.027
2005,ROU,4.828
2005,RUS,10.866
2005,RWA,0.057
2005,SHN,1.978
2005,KNA,4.232
2005,LCA,2.348
2005,SPM,10.153
2005,VCT,1.962
2005,WSM,0.893
2005,SMR,0
2005,STP,0.476
2005,SAU,16.512
2005,SEN,0.505
2005,SRB,6.594
2005,SYC,4.436
2005,SLE,0.075
2005,SGP,9.572
2005,SXM,17.908
2005,SVK,7.961
2005,SVN,8.446
2005,SLB,0.585
2005,SOME,0.054
2005,ZAF,8.491
2005,KOR,10.413
2005,SSD,0.119
2005,ESP,8.432
2005,LKA,0.607
2005,SDN,0.356
2005,SURE,3.077
2005,SWE,5.952
2005,CHE,6.163
2005,SYR,2.731
2005,TWN,11.689
2005,TJK,0.352
2005,TZA,0.136
2005,THA,3.256
2005,TGO,0.301
2005,TON,1.075
2005,TO,27.922
2005,TUN,2.171
2005,TUR,3.855
2005,TKM,9.81
2005,TCA,7.932
2005,TUV,1.107
2005,UGA,0.072
2005,UKR,6.683
2005,ARE,26.723
2005,GBR,9.445
2005,USA,20.658
2005,URY,1.726
2005,UZB,4.576
2005,VUT,0.269
2005,VAT,0
2005,VEN,5.561
2005,VNM,1.153
2005,WLF,2.011
2005,YEM,1.016
2005,ZMB,0.194
2005,ZWE,0.875
2006,AFG,0.085
2006,,4.608
2006,ALB,1.302
2006,DZA,3.167
2006,AND,6.804
2006,AGO,0.85
2006,AIA,9.793
2006,ATA,0
2006,ATG,6.385
2006,ARG,4.413
2006,ARM,1.454
2006,ABW,28.394
2006,AUS,19.174
2006,AUT,9.291
2006,AZE,3.939
2006,BHS,5.257
2006,BHR,20.001
2006,BGD,0.292
2006,BRB,6.564
2006,BLR,6.253
2006,BEL,11.705
2006,BLZ,1.535
2006,BEN,0.399
2006,BMU,10.337
2006,BTN,0.584
2006,BOL,1.292
2006,BES,4.086
2006,BIH,4.284
2006,BWA,2.143
2006,BRA,1.954
2006,VGB,7.375
2006,BRN,19.162
2006,BGR,6.675
2006,BFA,0.095
2006,BDI,0.024
2006,KHM,0.222
2006,CMR,0.309
2006,CAN,17.478
2006,CPV,0.991
2006,CALF,0.053
2006,TCD,0.093
2006,CHL,3.921
2006,CHN,4.946
2006,CXR,0
2006,COL,1.457
2006,COM,0.273
2006,COG,1.255
2006,COK,4.332
2006,CRI,1.6
2006,CIV,0.355
2006,HRV,5.33
2006,CUB,2.382
2006,CUW,35.497
2006,CYP,7.755
2006,CZE,12.281
2006,COD,0.04
2006,DNK,10.902
2006,DJI,0.489
2006,DMA,2.078
2006,DOM,2.059
2006,TLS,0.318
2006,ECU,2.119
2006,EGY,2.222
2006,SLV,1.113
2006,GNQ,6.827
2006,ERI,0.191
2006,EST,12.211
2006,SWZ,0.942
2006,ETH,0.067
2006,FRO,14.023
2006,FJI,1.362
2006,FIN,12.983
2006,FRA,6.67
2006,PYF,2.985
2006,GAB,3.689
2006,GMB,0.203
2006,GEO,1.549
2006,DEU,10.81
2006,GHA,0.369
2006,GRC,10.122
2006,GRL,11.663
2006,GRD,2.079
2006,GTM,0.908
2006,GIN,0.203
2006,GNB,0.153
2006,GUY,1.991
2006,HTI,0.189
2006,HND,0.994
2006,HKG,6.022
2006,HUN,5.937
2006,ISL,10.378
2006,IND,1.102
2006,IDN,1.495
2006,IRN,6.96
2006,IRQ,3.41
2006,IRL,11.241
2006,ISR,9.097
2006,ITA,8.505
2006,JAM,4.304
2006,JPN,9.907
2006,JOR,3.379
2006,KAZ,13.94
2006,KEN,0.259
2006,KIR,0.476
2006,KWT,32.177
2006,KGZ,1.041
2006,LAO,0.296
2006,LVA,3.771
2006,LBN,3.134
2006,ALSO,1.031
2006,LBR,0.195
2006,LBY,9.332
2006,LIE,6.62
2006,LTU,4.272
2006,LUX,25.214
2006,MAC,3.227
2006,MDG,0.087
2006,MWI,0.065
2006,MYS,6.419
2006,MDV,2.366
2006,MLI,0.113
2006,MLT,6.487
2006,MHL,2.23
2006,MRT,0.503
2006,MUS,2.868
2006,MEX,4.442
2006,FSM,1.03
2006,MDA,1.276
2006,MCO,0
2006,MNG,3.596
2006,MNE,3.261
2006,MSR,8.474
2006,MAR,1.5
2006,MOZ,0.092
2006,MMR,0.266
2006,NAME,1.177
2006,NRU,4.261
2006,NPL,0.093
2006,NLD,10.596
2006,NCL,11.018
2006,NZL,8.931
2006,NIC,0.799
2006,NER,0.047
2006,NGA,0.623
2006,NIU,1.973
2006,PRK,3.143
2006,MKD,4.157
2006,NOR,9.406
2006,OMN,15.686
2006,PAK,0.806
2006,PLW,11.564
2006,PSE,0.624
2006,PAN,2.234
2006,PNG,0.753
